checkpoint_index,global_step,metric_name,metric_value,smoke_metric,notes
2,2,marginal_prefix_gain,0.30000000000000004,True,smoke structural placeholder from synthetic labels; replace with model checkpoint evaluator
2,2,level_horizon_prediction_nrmse,0.5,True,smoke structural placeholder from synthetic labels; replace with model checkpoint evaluator
2,2,predictive_utility_per_active_feature,0.5,True,smoke structural placeholder from synthetic labels; replace with model checkpoint evaluator
2,2,macro_state_probe_accuracy,0.85,True,smoke structural placeholder from synthetic labels; replace with model checkpoint evaluator
2,2,factor_probe_fast,0.95,True,smoke structural placeholder from synthetic labels; replace with model checkpoint evaluator
2,2,factor_probe_mid,0.9,True,smoke structural placeholder from synthetic labels; replace with model checkpoint evaluator
2,2,factor_probe_slow,0.85,True,smoke structural placeholder from synthetic labels; replace with model checkpoint evaluator
2,2,factor_probe_context,0.95,True,smoke structural placeholder from synthetic labels; replace with model checkpoint evaluator
2,2,factor_probe_nuisance,0.4,True,smoke structural placeholder from synthetic labels; replace with model checkpoint evaluator
2,2,boundary_f1,0.5,True,smoke structural placeholder from synthetic labels; replace with model checkpoint evaluator
2,2,boundary_detection_delay,0.0,True,smoke structural placeholder from synthetic labels; replace with model checkpoint evaluator
2,2,false_change_rate,0.421875,True,smoke structural placeholder from synthetic labels; replace with model checkpoint evaluator
2,2,revisit_similarity,0.8,True,smoke structural placeholder from synthetic labels; replace with model checkpoint evaluator
2,2,activation_ratio,0.25,True,smoke structural placeholder from synthetic labels; replace with model checkpoint evaluator
2,2,alive_feature_ratio,0.95,True,smoke structural placeholder from synthetic labels; replace with model checkpoint evaluator
2,2,dead_feature_ratio,0.04999999999999999,True,smoke structural placeholder from synthetic labels; replace with model checkpoint evaluator
2,2,minimum_variance,6.240962102310732e-05,True,smoke structural placeholder from synthetic labels; replace with model checkpoint evaluator
2,2,mean_variance,0.07243449240922928,True,smoke structural placeholder from synthetic labels; replace with model checkpoint evaluator
2,2,off_diagonal_covariance_norm,0.01,True,smoke structural placeholder from synthetic labels; replace with model checkpoint evaluator
2,2,topk_utilization_entropy,0.95,True,smoke structural placeholder from synthetic labels; replace with model checkpoint evaluator
2,2,effective_rank,32.0,True,smoke structural placeholder from synthetic labels; replace with model checkpoint evaluator
